car_name,model,mileage(Km),year,condition,price(₦)
Hyundai,Ix35,142896,2011,NigerianUsed,1810000
Honda,Cr-V,153786,2008,NigerianUsed,2250000
Honda,Ridgeline,89453,2010,NigerianUsed,3370000
Mercedes-Benz,Gl550,145317,2012,ForeignUsed,10650000
Mercedes-Benz,G500,129,2002,NigerianUsed,15690000
Toyota,Camry,127857,2007,NigerianUsed,1690000
Toyota,Avalon,141371,2006,NigerianUsed,2250000
Toyota,Sienna,102537,2011,ForeignUsed,5386000
Toyota,Camry,165948,2006,ForeignUsed,3370000
Honda,Pilot,135589,2006,NigerianUsed,2250000
Honda,Cr-V,168674,2008,NigerianUsed,2250000
Toyota,Camry,217537,2003,ForeignUsed,2250000
Nissan,Altima,174796,2005,ForeignUsed,1074000
Mercedes-Benz,Ml350,90201,2011,NigerianUsed,5050000
Lexus,Es,124660,2008,NigerianUsed,4042000
Toyota,Camry,308380,1999,NigerianUsed,1074000
Toyota,Highlander,138162,2010,NigerianUsed,4266000
Toyota,Sienna,298063,2004,ForeignUsed,2866000
Toyota,Fortuner,62276,2017,NigerianUsed,15130000
Hyundai,Azera,111243,2007,NigerianUsed,2026000
Mercedes,Benz,112170,2011,ForeignUsed,6730000
Toyota,Sienna,198707,2010,NigerianUsed,2474000
Ford,Edge,62559,2008,NigerianUsed,1018000
Peugeot,407,143556,2005,NigerianUsed,906000
Mercedes-Benz,Ml350,177875,2006,ForeignUsed,4826000
Ford,Edge,137372,2011,NigerianUsed,2474000
Toyota,Corolla,234833,2005,ForeignUsed,2810000
Toyota,Corolla,35233,2014,ForeignUsed,4490000
Ford,E150,238142,2007,NigerianUsed,1354000
Ford,Expedition,215697,2005,NigerianUsed,1466000
Lexus,Gx460,49459,2010,NigerianUsed,8970000
Lexus,Rx,93469,2005,NigerianUsed,3034000
Honda,Accord,999,2000,NigerianUsed,738000
Toyota,Sienna,145902,2006,NigerianUsed,2026000
Toyota,Rav4,136064,2008,NigerianUsed,2474000
Dodge,Caliber,221876,2007,NigerianUsed,1354000
Toyota,CAMRY,116903,2007,NigerianUsed,1914000
Hyundai,Accent,160525,2013,NigerianUsed,1914000
Acura,Mdx,35696,2002,NigerianUsed,850000
Mercedes-Benz,C300,156590,2012,ForeignUsed,5050000
Lexus,Gs,196668,1999,NigerianUsed,682000
Toyota,Yaris,100732,2011,NigerianUsed,1354000
Honda,Accord,59214,2015,ForeignUsed,4285000
Nissan,Titan,87291,2005,NigerianUsed,3930000
Toyota,Camry,65817,2012,ForeignUsed,5050000
Toyota,Venza,76690,2013,NigerianUsed,4490000
Honda,Odyssey,342302,1996,NigerianUsed,570000
Toyota,Highlander,87578,2005,NigerianUsed,2250000
Mercedes,GL,147465,2007,NigerianUsed,3930000
Toyota,Sienna,207349,2005,NigerianUsed,1354000
Acura,Mdx,170721,2003,NigerianUsed,1130000
Subaru,Outback,87205,2010,ForeignUsed,3146000
Honda,Accord,99444,2008,ForeignUsed,2474000
Lexus,Rx,238722,2004,NigerianUsed,2810000
Toyota,Rav4,102313,2009,NigerianUsed,2250000
Ford,Explorer,92317,2017,NigerianUsed,20170000
Infiniti,Qx56,73261,2006,ForeignUsed,1550000
Toyota,Highlander,123744,2009,ForeignUsed,5890000
Honda,Accord,134977,2003,NigerianUsed,1018000
Toyota,Highlander,56289,2004,NigerianUsed,2250000
Nissan,Pathfinder,206775,2006,NigerianUsed,984400
Toyota,Camry,189047,2011,ForeignUsed,3370000
Nissan,Xterra,124380,2005,NigerianUsed,1130000
Toyota,Camry,27810,2018,NigerianUsed,10090000
Ford,Escape,131240,2009,ForeignUsed,2698000
Infiniti,Qx,49378,2014,ForeignUsed,8410000
Mercedes-Benz,C,196553,2001,NigerianUsed,906000
Toyota,Corolla,186650,2008,NigerianUsed,1578000
Mitsubishi,Pajero,113622,2012,NigerianUsed,3370000
Toyota,Corolla,199136,2008,NigerianUsed,1578000
Toyota,Sienna,176704,2001,NigerianUsed,1690000
Toyota,Camry,193570,2009,NigerianUsed,2250000
Toyota,Camry,207955,2007,NigerianUsed,2250000
Honda,Civic,25661,2013,NigerianUsed,3700000
Mitsubishi,Space,281464,1999,NigerianUsed,1250000
Toyota,Rav4,213667,2007,ForeignUsed,4000000
Lexus,Es,120098,2010,NigerianUsed,4350000
Honda,Fit,133295,2006,ForeignUsed,2300000
Toyota,Camry,246911,2007,ForeignUsed,2500000
Toyota,Rav4,162137,2010,NigerianUsed,3000000
Toyota,Highlander,273429,2003,NigerianUsed,2000000
Lexus,Rx,33423,2007,NigerianUsed,2250000
Mercedes-Benz,E230,58477,2008,NigerianUsed,1690000
Honda,Civic,137488,2006,NigerianUsed,1914000
Lincoln,Mkx,95267,2011,NigerianUsed,5610000
Saturn,VUE,289574,2008,NigerianUsed,2026000
Kia,Cerato,51677,2015,NigerianUsed,3594000
Toyota,Sienna,277870,2011,ForeignUsed,4490000
Lexus,Rx,169386,2010,NigerianUsed,6506000
Mercedes-Benz,Ml350,148261,2013,NigerianUsed,10314000
Honda,Accord,18418,2018,NigerianUsed,10650000
Toyota,Hilux,345668,2009,NigerianUsed,4154000
Lexus,Is,253840,2006,ForeignUsed,3594000
Ford,Edge,94287,2011,NigerianUsed,2978000
Toyota,Corolla,126646,2009,NigerianUsed,2250000
Toyota,Camry,74090,2002,ForeignUsed,2026000
Mercedes-Benz,C180,151854,2006,ForeignUsed,2362000
Nissan,Almera,223944,2001,NigerianUsed,1018000
Toyota,Sienna,234161,2004,NigerianUsed,1130000
Ford,Edge,231105,2008,NigerianUsed,2026000
Lexus,Es,283840,2005,NigerianUsed,1690000
Mercedes-Benz,S550,134,2007,NigerianUsed,5050000
Toyota,Matrix,122116,2008,NigerianUsed,1970000
Honda,Accord,111511,2006,NigerianUsed,1578000
Volvo,Xc90,188708,2004,NigerianUsed,1690000
Honda,Pilot,214550,2003,NigerianUsed,1779600
Toyota,Camry,169483,2007,NigerianUsed,2138000
Honda,Pilot,139577,2006,NigerianUsed,1499600
Toyota,Highlander,186160,2002,NigerianUsed,1802000
Toyota,Highlander,171406,2005,NigerianUsed,1802000
BMW,,221465,2007,NigerianUsed,1130000
Opel,Tigra,98542,2006,ForeignUsed,794000
Honda,Accord,143554,2004,NigerianUsed,1354000
Mercedes-Benz,E350,91416,2011,NigerianUsed,5610000
Lexus,Es,139889,2004,NigerianUsed,2026000
Toyota,Venza,79063,2009,NigerianUsed,6170000
Toyota,Avalon,95038,2011,NigerianUsed,2474000
Peugeot,407,91191,2002,NigerianUsed,906000
Infiniti,FX35,59563,2008,NigerianUsed,1712400
Toyota,4Runner,256207,2005,NigerianUsed,2698000
Toyota,Sienna,203355,2007,NigerianUsed,2698000
Toyota,Camry,84170,2007,NigerianUsed,2810000
Lexus,Es,135941,2005,ForeignUsed,2922000
Toyota,Sienna,101113,2001,ForeignUsed,2586000
Lexus,Is,41774,2016,ForeignUsed,13450000
Chrysler,Voyager,154506,2000,NigerianUsed,906000
Mercedes-Benz,GL450,35233,2007,NigerianUsed,3482000
Toyota,Rav4,100932,2013,NigerianUsed,6170000
Nissan,Quest,223994,2007,NigerianUsed,1354000
Kia,Sportage,144720,2007,NigerianUsed,738000
Volkswagen,CC,94487,2012,NigerianUsed,2810000
Lexus,Rx,116526,2004,NigerianUsed,3146000
Lexus,Rx,51924,2014,NigerianUsed,7290000
Toyota,Camry,40132,2012,ForeignUsed,5050000
Ford,Edge,141778,2013,NigerianUsed,2935000
Mercedes-Benz,C230,281858,2006,NigerianUsed,962000
BMW,X3,175103,2007,ForeignUsed,2698000
Toyota,Corolla,89059,2010,NigerianUsed,2810000
Mitsubishi,L300,115177,2011,NigerianUsed,1018000
Hyundai,Sonata,13742,2019,NigerianUsed,10090000
Toyota,Camry,118400,2009,NigerianUsed,2026000
Hyundai,Elantra,96474,2010,ForeignUsed,2810000
Mercedes-Benz,C,345231,2001,ForeignUsed,682000
Mazda,3,262220,2006,ForeignUsed,1802000
Lexus,GS,160476,2007,ForeignUsed,4042000
Volkswagen,Touareg,275898,2003,ForeignUsed,1466000
Infiniti,FX35,185239,2006,ForeignUsed,2474000
BMW,3,216650,2000,NigerianUsed,850000
Volkswagen,Jetta,1,2007,NigerianUsed,738000
Volkswagen,Jetta,89007,2005,NigerianUsed,794000
Nissan,Quest,260230,2009,NigerianUsed,2250000
Kia,Rio,56822,2014,NigerianUsed,1466000
Toyota,Avalon,85082,2004,NigerianUsed,1242000
Honda,Accord,189370,2006,NigerianUsed,850000
Lexus,Rx,229919,2000,NigerianUsed,1802000
Honda,Jazz,279051,2003,NigerianUsed,883600
Lexus,Gx,235133,2005,NigerianUsed,3146000
Peugeot,304,999999,2003,NigerianUsed,906000
Mercedes-Benz,C230,999999,2003,NigerianUsed,1242000
Volkswagen,Passat,129496,2010,NigerianUsed,1690000
Mercedes-Benz,GLK,187294,2010,NigerianUsed,4714000
Nissan,Altima,181641,2009,ForeignUsed,2026000
Lexus,Es,49641,2014,NigerianUsed,7626000
Honda,Accord,108253,2012,NigerianUsed,2026000
Mazda,3,142000,2011,ForeignUsed,3370000
Jeep,Wrangler,196,2014,NigerianUsed,16810000
Nissan,Maxima,173383,2004,NigerianUsed,794000
Land,Rover,72917,2006,NigerianUsed,2026000
Toyota,Camry,253305,2007,ForeignUsed,3706000
Nissan,Altima,159376,2005,NigerianUsed,570000
Suzuki,Vitara,102957,2009,NigerianUsed,1130000
Kia,Cerato,44230,2014,NigerianUsed,2586000
Land,Rover,200624,2002,NigerianUsed,514000
Mercedes-Benz,C250,58796,2011,NigerianUsed,3818000
Toyota,Camry,122151,2011,NigerianUsed,2372500
Ford,Edge,176945,2007,NigerianUsed,1690000
Toyota,Corolla,203361,2003,NigerianUsed,1466000
Toyota,Camry,44605,2013,NigerianUsed,5722000
Toyota,Corolla,125289,2010,NigerianUsed,2586000
Toyota,Rav4,115813,2008,NigerianUsed,2810000
Toyota,Highlander,246794,2009,NigerianUsed,5050000
Honda,Accord,72745,2013,NigerianUsed,4490000
Honda,Accord,50663,2008,NigerianUsed,2250000
Hyundai,Sonata,75528,2015,NigerianUsed,5610000
Mercedes-Benz,C320,125212,2003,ForeignUsed,1690000
Lexus,Es,163267,2006,NigerianUsed,2922000
Mercedes-Benz,GL,106199,2013,NigerianUsed,8410000
Honda,Accord,115178,2007,NigerianUsed,906000
Hyundai,Sonata,71213,2015,ForeignUsed,6170000
Mercedes-Benz,GLK,77160,2012,ForeignUsed,7850000
Toyota,Camry,121673,2007,ForeignUsed,3930000
Toyota,Camry,181452,2007,ForeignUsed,4154000
Toyota,Sienna,76215,2007,NigerianUsed,2250000
Toyota,Sienna,250785,2002,ForeignUsed,26890000
Toyota,Highlander,156228,2001,NigerianUsed,2362500
Toyota,Solara,38625,2007,ForeignUsed,1750000
Toyota,Matrix,290569,2005,NigerianUsed,1634000
Volkswagen,Rabbit,307434,2008,ForeignUsed,2315000
Lexus,Gs,99749,2006,NigerianUsed,3000000
Toyota,Camry,97488,2007,ForeignUsed,3465000
Toyota,Camry,93762,2009,ForeignUsed,3045000
Toyota,Corolla,202382,2004,NigerianUsed,1400000
Toyota,Sienna,1,2005,ForeignUsed,2775000
Ford,F-150,241288,2006,ForeignUsed,4490000
Toyota,Tundra,87781,2007,ForeignUsed,7245000
Ford,Taurus,198976,2011,NigerianUsed,2026000
Toyota,Highlander,261142,2005,NigerianUsed,2586000
Toyota,Camry,70717,2010,ForeignUsed,3594000
Toyota,Camry,84247,2007,ForeignUsed,3370000
Audi,Q7,34889,2014,NigerianUsed,10090000
BMW,X5,69311,2011,NigerianUsed,3202000
Ford,Edge,128967,2011,NigerianUsed,5050000
Toyota,Camry,222087,2002,NigerianUsed,1354000
Toyota,Camry,133580,2007,NigerianUsed,1690000
Toyota,Highlander,174941,2010,NigerianUsed,4490000
Ford,Explorer,180814,2005,ForeignUsed,4266000
Toyota,Camry,151048,2008,NigerianUsed,2138000
Mercedes-Benz,C300,21973,2016,ForeignUsed,15690000
Toyota,Camry,248358,2011,NigerianUsed,2586000
BMW,6,87496,2009,NigerianUsed,7290000
Ford,Edge,65443,2013,NigerianUsed,2935000
Jeep,Wrangler,61429,2007,NigerianUsed,3146000
Toyota,Corolla,85323,2015,ForeignUsed,4490000
Toyota,Camry,121543,2014,ForeignUsed,4700000
Ford,Transit,19126,1990,NigerianUsed,2250000
Lexus,Es,166002,2005,NigerianUsed,2642000
Honda,Pilot,126953,2007,NigerianUsed,1802000
Toyota,Camry,206477,2005,NigerianUsed,1466000
Toyota,Camry,117732,2007,NigerianUsed,2586000
Volvo,Xc70,164014,2004,ForeignUsed,1578000
Toyota,Corolla,214654,2004,NigerianUsed,1690000
Honda,Cr-V,134028,2015,ForeignUsed,6506000
Nissan,Maxima,201490,2011,NigerianUsed,4490000
Toyota,Camry,129418,2012,NigerianUsed,3594000
Lexus,Gs,173985,2006,ForeignUsed,3594000
Toyota,Camry,238427,2010,ForeignUsed,4154000
Lexus,Gx,220117,2003,NigerianUsed,3930000
Ford,Transit,125141,2004,ForeignUsed,1802000
Honda,Pilot,218474,2004,NigerianUsed,1802000
Toyota,Auris,89531,2007,NigerianUsed,1690000
Peugeot,408,236406,2011,NigerianUsed,1130000
Toyota,Sienna,239148,2006,ForeignUsed,3146000
Suzuki,Sx4,174161,2009,NigerianUsed,570000
Suzuki,Sx4,180308,2009,NigerianUsed,906000
Nissan,Pathfinder,185661,2006,NigerianUsed,1746000
Toyota,Camry,169660,2007,NigerianUsed,1858000
Toyota,Camry,117335,2003,NigerianUsed,2250000
Honda,Accord,84381,2011,NigerianUsed,1914000
Ford,Focus,144592,2004,NigerianUsed,458000
Toyota,Camry,71343,2007,NigerianUsed,1585000
Toyota,Camry,305404,2002,NigerianUsed,1466000
Toyota,Sienna,251184,2005,NigerianUsed,1914000
Mitsubishi,Pajero,143035,2011,NigerianUsed,2250000
Mazda,Premacy,202108,2003,NigerianUsed,570000
Honda,Civic,196023,2012,NigerianUsed,2200000
Honda,Accord,125735,2008,NigerianUsed,1800000
Nissan,Sentra,60026,2013,ForeignUsed,3675000
Toyota,Yaris,140753,2016,NigerianUsed,2500000
Honda,Civic,127591,2006,NigerianUsed,1800000
Ford,Edge,85230,2011,ForeignUsed,5800000
Toyota,Rav4,191327,2008,NigerianUsed,2362000
Toyota,Sienna,153948,2006,NigerianUsed,2250000
Nissan,Murano,169966,2004,NigerianUsed,682000
Peugeot,206,68020,2004,NigerianUsed,682000
Opel,Signum,245569,2003,NigerianUsed,928400
Ford,Focus,55233,2015,NigerianUsed,2362000
Kia,Rio,110016,2012,NigerianUsed,1466000
Toyota,Highlander,131450,2004,NigerianUsed,1914000
Toyota,Camry,19381,2007,NigerianUsed,2250000
Toyota,Camry,115107,2007,ForeignUsed,3314000
Toyota,Camry,141557,2007,NigerianUsed,1522000
Toyota,4Runner,139895,2003,NigerianUsed,1578000
Toyota,Corolla,153957,2004,NigerianUsed,1802000
Mercedes-Benz,C300,101769,2011,NigerianUsed,3930000
Toyota,Camry,219001,2010,ForeignUsed,3594000
Toyota,Camry,172006,2004,NigerianUsed,1802000
Toyota,Camry,219237,2003,NigerianUsed,1466000
Suzuki,Every,235331,2008,NigerianUsed,928400
Toyota,COROLLA,79624,2018,NigerianUsed,6002000
Hyundai,Santa,197650,2004,NigerianUsed,910000
Toyota,Corolla,182430,2004,NigerianUsed,1690000
Kia,Rio,187510,2014,NigerianUsed,1466000
Toyota,Rav4,111509,2002,NigerianUsed,1130000
Nissan,Pathfinder,204525,2006,ForeignUsed,2250000
Pontiac,Vibe,179209,2004,NigerianUsed,1774000
Toyota,Venza,108893,2009,NigerianUsed,5162000
Honda,Cr-V,97375,2015,NigerianUsed,6506000
Toyota,Tacoma,81648,2010,NigerianUsed,7290000
Peugeot,807,201793,2005,NigerianUsed,1186000
Toyota,Camry,407746,2003,NigerianUsed,1802000
Lexus,Gx,224080,2004,NigerianUsed,3594000
Mercedes-Benz,GLK,304338,2010,NigerianUsed,4266000
Honda,Pilot,177894,2009,NigerianUsed,2586000
Toyota,Corolla,187830,2005,NigerianUsed,1690000
Infiniti,FX35,163350,2003,NigerianUsed,1466000
Honda,Accord,110491,2011,ForeignUsed,3034000
Toyota,Camry,64355,2009,NigerianUsed,2026000
Nissan,Xterra,220436,2007,NigerianUsed,1130000
Toyota,Matrix,174405,2003,NigerianUsed,1690000
Toyota,Camry,205027,2011,NigerianUsed,3594000
Toyota,Rav4,102015,2010,NigerianUsed,3034000
GAC,GS4,41060,2016,NigerianUsed,4546000
Hyundai,Veracruz,118584,2008,NigerianUsed,2250000
Nissan,Maxima,232399,2004,ForeignUsed,570000
Ford,Focus,58662,2013,NigerianUsed,3594000
Toyota,Camry,94157,2009,NigerianUsed,2194000
Mazda,626,222123,1996,NigerianUsed,458000
Dodge,Caravan,5359,2011,ForeignUsed,3370000
Land,Rover,114310,2013,ForeignUsed,13450000
Toyota,Camry,145653,2005,NigerianUsed,2026000
Toyota,Avensis,428190,1999,NigerianUsed,626000
Toyota,Camry,224861,2006,NigerianUsed,2250000
Toyota,CAMRY,103337,2015,ForeignUsed,5610000
Toyota,Camry,145240,2006,ForeignUsed,2586000
Toyota,Sienna,120943,2002,NigerianUsed,1354000
Lexus,Gx,98690,2007,ForeignUsed,6197500
Toyota,Sienna,105712,2008,NigerianUsed,3594000
Toyota,Highlander,102294,2008,NigerianUsed,3594000
Lexus,GS,87962,2008,NigerianUsed,3146000
Mercedes-Benz,Ml350,171408,2006,ForeignUsed,5106000
Toyota,Camry,324286,2002,NigerianUsed,1410000
Hyundai,Santa,98066,2007,NigerianUsed,1130000
Toyota,Highlander,202736,2008,NigerianUsed,4042000
Volvo,Xc90,299842,2004,NigerianUsed,1242000
Lexus,Rx,104262,2010,NigerianUsed,5946000
Toyota,Matrix,177596,2006,ForeignUsed,2810000
Toyota,Sienna,222809,2005,NigerianUsed,1970000
Jeep,Grand,95697,2011,NigerianUsed,5050000
Volkswagen,Passat,3670,2015,NigerianUsed,5610000
Toyota,4Runner,214795,2004,NigerianUsed,1130000
Honda,Accord,201756,2004,NigerianUsed,1130000
Toyota,Yaris,145017,2008,NigerianUsed,1466000
Lexus,Rx,112160,2007,NigerianUsed,2810000
Mercedes-Benz,S550,94740,2007,NigerianUsed,5610000
Mercedes-Benz,E300,34106,2015,NigerianUsed,10090000
Toyota,Corolla,215646,2009,NigerianUsed,2810000
Honda,Pilot,140274,2008,NigerianUsed,1697500
Toyota,Camry,89021,2007,NigerianUsed,1802000
Toyota,Rav4,187844,2007,ForeignUsed,4490000
Toyota,Camry,220180,2007,ForeignUsed,2978000
Toyota,Avalon,110091,2013,NigerianUsed,4714000
Toyota,Corolla,184566,2005,NigerianUsed,1130000
BMW,X5,214798,2007,NigerianUsed,3146000
Ford,Explorer,98535,2012,ForeignUsed,5946000
Volkswagen,Touareg,137215,2009,NigerianUsed,2026000
Toyota,Camry,99889,2007,NigerianUsed,2026000
Volkswagen,Passat,211407,2001,NigerianUsed,458000
Lexus,Es,232692,2002,ForeignUsed,2810000
Toyota,Highlander,87488,2008,NigerianUsed,5050000
Mercedes-Benz,C180,217538,2003,NigerianUsed,794000
Chevrolet,Camaro,28774,2017,NigerianUsed,14010000
Mazda,626,201814,2000,NigerianUsed,850000
Hyundai,Elantra,85544,2011,NigerianUsed,3370000
Toyota,Land,117540,2015,NigerianUsed,16810000
Mercedes-Benz,Ml350,41816,2014,NigerianUsed,16810000
Honda,Pilot,230486,2006,NigerianUsed,1690000
Honda,Cr-V,97400,2000,NigerianUsed,794000
Brilliance,Splendor,119893,2008,NigerianUsed,906000
Toyota,Highlander,255680,2004,ForeignUsed,2026000
Toyota,Camry,130458,2003,NigerianUsed,1303750
Mercedes-Benz,E300,30791,2012,NigerianUsed,4490000
Mercedes-Benz,C300,8688,2008,NigerianUsed,3160000
Chevrolet,Equinox,134567,2008,NigerianUsed,2138000
Toyota,Matrix,176470,2003,NigerianUsed,1578000
Toyota,Camry,292723,2005,ForeignUsed,2530000
Hyundai,Elantra,82527,2013,NigerianUsed,1697500
Toyota,Avalon,230976,2000,NigerianUsed,1130000
Lexus,Es,88321,2002,NigerianUsed,1466000
Lexus,Es,91849,2011,NigerianUsed,4042000
Honda,Accord,91163,2010,ForeignUsed,3370000
Toyota,Avensis,157880,2006,NigerianUsed,1298000
Toyota,Highlander,345395,2003,NigerianUsed,1891600
Toyota,Camry,319133,2002,NigerianUsed,1051600
Acura,Mdx,134559,2004,NigerianUsed,1522000
Mercedes-Benz,C300,121000,2011,NigerianUsed,3426000
Peugeot,406,242096,2008,NigerianUsed,458000
Honda,ACCORD,43843,2015,NigerianUsed,5162000
Mercedes-Benz,C280,83076,2006,NigerianUsed,2026000
Mercedes-Benz,Ml350,115783,2008,NigerianUsed,3594000
Toyota,Corolla,270782,1996,NigerianUsed,570000
Mercedes-Benz,Ml350,99488,2006,NigerianUsed,3930000
Toyota,Avalon,130126,2008,ForeignUsed,3482000
Toyota,Highlander,116216,2008,ForeignUsed,5162000
Toyota,Camry,73502,2007,ForeignUsed,3594000
Nissan,Pathfinder,137502,2003,NigerianUsed,917200
Mercedes-Benz,GL450,88955,2007,NigerianUsed,3930000
Toyota,Rav4,87728,2010,ForeignUsed,4938000
Lexus,Es,184122,2003,NigerianUsed,1578000
Nissan,Titan,250138,2007,ForeignUsed,3482000
Ford,Explorer,1192871,2011,NigerianUsed,3930000
Toyota,Camry,95531,2009,NigerianUsed,2250000
Toyota,Camry,77898,2007,NigerianUsed,2026000
Lexus,Rx300,108942,2000,NigerianUsed,1690000
Toyota,Avalon,90675,2005,ForeignUsed,2026000
Toyota,Avensis,128116,2004,NigerianUsed,906000
Honda,Odyssey,235509,2007,ForeignUsed,2026000
Toyota,Sienna,218864,2009,ForeignUsed,2754000
Mazda,Cx-9,235602,2009,ForeignUsed,2642000
Ford,Focus,299021,2008,ForeignUsed,2082000
Lexus,Es,82674,2007,NigerianUsed,2138000
Toyota,Avalon,96208,2009,ForeignUsed,2978000
Toyota,Fortuner,67230,2013,NigerianUsed,5610000
Toyota,Land,80162,2010,ForeignUsed,20170000
Honda,Pilot,240655,2006,NigerianUsed,995600
Toyota,Sienna,142332,2007,ForeignUsed,3370000
Honda,Accord,202025,2005,NigerianUsed,1018000
Kia,Sportage,161390,2009,NigerianUsed,1690000
Mercedes-Benz,E350,999999,2006,ForeignUsed,2698000
Mercedes-Benz,GL450,101105,2007,ForeignUsed,4490000
Honda,Accord,208343,2010,NigerianUsed,2026000
Toyota,Camry,151155,2011,NigerianUsed,2003600
Mitsubishi,Pajero,88200,2011,NigerianUsed,3385000
Toyota,Solara,120770,2006,NigerianUsed,1500000
Toyota,Rav4,146206,2007,NigerianUsed,2550000
Toyota,Corolla,226660,2010,ForeignUsed,2900000
Toyota,Camry,159814,2002,NigerianUsed,1350000
Chevrolet,Equinox,166207,2010,ForeignUsed,3146000
Toyota,Land,36142,2009,ForeignUsed,23100000
Lexus,Gx,1,2011,ForeignUsed,14000000
Honda,Cr-V,48182,2018,ForeignUsed,16250000
Honda,Accord,99361,2011,ForeignUsed,3600000
Mercedes-Benz,GLK,150655,2010,ForeignUsed,7350000
Suzuki,Every,224513,2002,ForeignUsed,1500000
Toyota,Camry,61814,2017,ForeignUsed,7290000
Nissan,Serena,197857,2006,ForeignUsed,2250000
Toyota,HiAce,81873,2014,NigerianUsed,7290000
BMW,5,46704,1998,NigerianUsed,570000
Peugeot,406,999999,1999,ForeignUsed,1018000
Chrysler,200,49353,2012,NigerianUsed,3370000
Ford,Explorer,136229,2006,NigerianUsed,1130000
Toyota,Highlander,88536,2010,ForeignUsed,7850000
Ford,Explorer,378774,2006,NigerianUsed,1354000
Lexus,Es,131396,2002,ForeignUsed,2978000
Toyota,Rav4,125536,2002,NigerianUsed,1354000
Toyota,Highlander,175167,2011,ForeignUsed,7290000
Mercedes-Benz,ML350,140027,2008,ForeignUsed,6394000
Mercedes-Benz,E320,76734,2003,ForeignUsed,1922500
Lexus,Rx,133673,2007,NigerianUsed,3930000
Honda,Pilot,130396,2006,NigerianUsed,850000
Mercedes-Benz,C300,1234,2010,ForeignUsed,4602000
Mercedes-Benz,C230,250672,2005,ForeignUsed,2810000
Lexus,Rx,96360,2008,NigerianUsed,2362000
Range,rover,14139,2012,NigerianUsed,7850000
Mercedes-Benz,Ml500,133855,2003,NigerianUsed,1466000
Toyota,Camry,280599,2008,NigerianUsed,1866250
Peugeot,406,279476,1999,NigerianUsed,1018000
Toyota,Camry,196125,2009,NigerianUsed,1914000
Toyota,Sienna,653456,2000,NigerianUsed,906000
Lexus,Rx,49665,2008,NigerianUsed,4266000
Ford,Edge,134720,2008,NigerianUsed,1690000
Lexus,Gx,284095,2005,NigerianUsed,4826000
Toyota,Highlander,100997,2002,NigerianUsed,2250000
Toyota,Sienna,109362,2004,NigerianUsed,1354000
Hyundai,Elantra,76224,2009,NigerianUsed,2026000
GMC,Savana,316957,2005,NigerianUsed,1802000
Toyota,Corolla,139138,2010,NigerianUsed,2138000
Honda,Accord,54491,2013,NigerianUsed,3146000
Honda,Ridgeline,235510,2009,NigerianUsed,3930000
Kia,Cadenza,52013,2014,ForeignUsed,5610000
Volkswagen,Passat,128565,2010,NigerianUsed,906000
Toyota,Camry,135029,2003,NigerianUsed,1466000
Volkswagen,Passat,200190,2005,NigerianUsed,738000
Mercedes-Benz,Ml350,193796,2006,NigerianUsed,4490000
Honda,Accord,191420,2006,NigerianUsed,906000
Honda,Pilot,5158,2013,NigerianUsed,7850000
Honda,Civic,347863,2007,NigerianUsed,1354000
Volkswagen,CC,139517,2009,ForeignUsed,2810000
Lexus,Is,63086,2016,ForeignUsed,10650000
Honda,Odyssey,299021,2005,NigerianUsed,1130000
Mercedes-Benz,GL450,76947,2008,NigerianUsed,5610000
Innoson,IVM,2111,2018,NigerianUsed,22410000
Chrysler,Pt,169449,2003,NigerianUsed,906000
Land,Rover,43531,2006,NigerianUsed,3818000
Honda,Accord,165843,2004,NigerianUsed,1802000
Toyota,Camry,170905,2012,ForeignUsed,4714000
Nissan,Pathfinder,138444,2005,NigerianUsed,1186000
Hyundai,Sonata,152530,2011,ForeignUsed,3930000
Honda,Accord,16230,2008,NigerianUsed,1690000
Volvo,Xc90,187435,2006,NigerianUsed,2250000
Mercedes,benz,215613,2001,ForeignUsed,2138000
